"Step","train/box_loss","train/box_loss__MIN","train/box_loss__MAX"
"66","0.02371298149228096","0.02371298149228096","0.02371298149228096"
"67","0.02240907959640026","0.02240907959640026","0.02240907959640026"
"68","0.023134684190154076","0.023134684190154076","0.023134684190154076"
"69","0.022288909181952477","0.022288909181952477","0.022288909181952477"
"70","0.021560125052928925","0.021560125052928925","0.021560125052928925"
"71","0.022683635354042053","0.022683635354042053","0.022683635354042053"
"72","0.01993507705628872","0.01993507705628872","0.01993507705628872"
"73","0.01972900703549385","0.01972900703549385","0.01972900703549385"
"74","0.02310272678732872","0.02310272678732872","0.02310272678732872"
"75","0.019558286294341087","0.019558286294341087","0.019558286294341087"
"76","0.019579941406846046","0.019579941406846046","0.019579941406846046"
"77","0.020752571523189545","0.020752571523189545","0.020752571523189545"
"78","0.019250161945819855","0.019250161945819855","0.019250161945819855"
"79","0.019311748445034027","0.019311748445034027","0.019311748445034027"
"80","0.02002105489373207","0.02002105489373207","0.02002105489373207"
"81","0.01882682368159294","0.01882682368159294","0.01882682368159294"
"82","0.020033054053783417","0.020033054053783417","0.020033054053783417"
"83","0.01920129917562008","0.01920129917562008","0.01920129917562008"
"84","0.018615562468767166","0.018615562468767166","0.018615562468767166"
"85","0.017913397401571274","0.017913397401571274","0.017913397401571274"
"86","0.019456595182418823","0.019456595182418823","0.019456595182418823"
"87","0.017625845968723297","0.017625845968723297","0.017625845968723297"
"88","0.017432773485779762","0.017432773485779762","0.017432773485779762"
"89","0.018170226365327835","0.018170226365327835","0.018170226365327835"
"90","0.01707153581082821","0.01707153581082821","0.01707153581082821"
"91","0.016020826995372772","0.016020826995372772","0.016020826995372772"
"92","0.017423199489712715","0.017423199489712715","0.017423199489712715"
"93","0.01590895652770996","0.01590895652770996","0.01590895652770996"
"94","0.016623258590698242","0.016623258590698242","0.016623258590698242"
"95","0.01516311801970005","0.01516311801970005","0.01516311801970005"
"96","0.014584213495254517","0.014584213495254517","0.014584213495254517"
"97","0.01582944393157959","0.01582944393157959","0.01582944393157959"
"98","0.014974702149629593","0.014974702149629593","0.014974702149629593"
"99","0.01527344435453415","0.01527344435453415","0.01527344435453415"
